appid,title,publisher_group,language,recommendationid,voted_up,cl_sentiment,cl_theme,cl_pc_specific,cl_lang_group,cl_summary
2161700,Persona 3 Reload,sega_atlus,english,214172601,True,positive,story,not_mentioned,english,"Divisive remake with meaningful story about living life fully, despite tone and gameplay differences."
2161700,Persona 3 Reload,sega_atlus,english,214930878,True,positive,other,not_mentioned,english,"Great game, but reviewer personally dislikes it despite social pressure."
2161700,Persona 3 Reload,sega_atlus,koreana,215383946,True,positive,story,not_mentioned,korean,Story theme about protagonist's mindset to survive and live
2161700,Persona 3 Reload,sega_atlus,english,216984246,True,positive,gameplay,not_mentioned,english,Exceptional experience with 120+ hours of engaging gameplay.
2161700,Persona 3 Reload,sega_atlus,english,219008479,True,positive,other,not_mentioned,english,User posted single word expressing approval or enjoyment.
2161700,Persona 3 Reload,sega_atlus,japanese,213129433,True,positive,story,not_mentioned,japanese,Meaningful story that changed perspective; best Persona game for reviewer
2161700,Persona 3 Reload,sega_atlus,spanish,218495092,True,negative,other,not_mentioned,spanish,Game disappoints; lacks Persona 5 quality and expected character appeal.
2161700,Persona 3 Reload,sega_atlus,english,215329298,True,positive,other,not_mentioned,english,Extremely enthusiastic praise for Persona game
2161700,Persona 3 Reload,sega_atlus,german,220968729,True,mixed,gameplay,not_mentioned,english,"Good overall, but Tartarus section is frustrating."
2161700,Persona 3 Reload,sega_atlus,schinese,214443448,False,negative,performance,yes_negative,chinese,"Game crashes constantly, poor quality, overpriced"
2161700,Persona 3 Reload,sega_atlus,english,216121482,True,positive,other,not_mentioned,english,"First Persona game, excited to explore series and buy more Atlus titles"
2161700,Persona 3 Reload,sega_atlus,spanish,215452283,True,positive,other,not_mentioned,spanish,Brief positive affirmation in Spanish
2161700,Persona 3 Reload,sega_atlus,russian,217886352,True,negative,other,not_mentioned,russian,"Incomplete review in Russian, insufficient content for analysis"
2161700,Persona 3 Reload,sega_atlus,schinese,217136626,True,mixed,other,not_mentioned,chinese,"Loves character and music, but criticizes gameplay, art quality, and story."
2161700,Persona 3 Reload,sega_atlus,turkish,219737525,True,negative,gameplay,not_mentioned,turkish,"Story good, gameplay poor. Game overhyped in reviewer's mind."
2161700,Persona 3 Reload,sega_atlus,schinese,221503279,True,negative,other,not_mentioned,chinese,"Personal message, not a game review"
2161700,Persona 3 Reload,sega_atlus,english,215690407,False,negative,story,not_mentioned,english,"Engaging combat undermined by poor writing, jarring cutscenes, and flawed social link mechanics."
2195250,EA Sports FC 24,ea,english,203949902,True,negative,other,not_mentioned,other,Unintelligible review text; cannot extract meaningful content.
2195250,EA Sports FC 24,ea,schinese,197954199,False,neutral,other,not_mentioned,chinese,Unclear review requesting points with cat sounds.
2195250,EA Sports FC 24,ea,turkish,221426154,False,negative,content_volume,not_mentioned,turkish,"Minimal improvements over FC 24, no reason to upgrade for offline players."
2195250,EA Sports FC 24,ea,english,189683775,True,positive,other,not_mentioned,english,Positive but minimal review with no specific details provided.
2195250,EA Sports FC 24,ea,brazilian,197588108,False,negative,performance,yes_negative,portuguese,"FIFA 24 and 25 won't launch due to bugs, does not recommend"
2195250,EA Sports FC 24,ea,turkish,198770467,True,negative,other,not_mentioned,turkish,Single word review expressing quality concerns.
2195250,EA Sports FC 24,ea,english,193092031,True,mixed,gameplay,not_mentioned,english,Game decent but FUT mode painfully frustrating and problematic
2195250,EA Sports FC 24,ea,english,202278334,True,positive,other,not_mentioned,english,Brief positive endorsement of the game.
2195250,EA Sports FC 24,ea,brazilian,209777594,False,negative,gameplay,not_mentioned,portuguese,Broken gameplay mechanics and unfair AI make this franchise terrible.
2195250,EA Sports FC 24,ea,english,197415932,False,negative,value,not_mentioned,english,Inferior game despite being better than EA FC 25.
2195250,EA Sports FC 24,ea,schinese,213112631,False,negative,performance,not_mentioned,chinese,Single-player game requires login; unable to play offline.
2195250,EA Sports FC 24,ea,russian,196109655,True,negative,gameplay,not_mentioned,russian,Game features excessive kicking/melee combat mechanics.
2195250,EA Sports FC 24,ea,russian,201909015,True,negative,other,not_mentioned,other,Unclear review - only contains punctuation marks
2195250,EA Sports FC 24,ea,schinese,201015988,True,negative,gameplay,not_mentioned,chinese,AI feels too weak overall
2195250,EA Sports FC 24,ea,russian,202509245,True,mixed,other,not_mentioned,russian,"FIFA is FIFA, average experience, seven out of ten."
2195250,EA Sports FC 24,ea,schinese,195805891,False,negative,performance,not_mentioned,chinese,"Too many bugs, very annoying"
2195250,EA Sports FC 24,ea,schinese,216246259,True,positive,gameplay,not_mentioned,chinese,Very satisfying gameplay experience
2195250,EA Sports FC 24,ea,schinese,209858839,False,negative,performance,yes_negative,chinese,"Game runs extremely poorly, stutters like a slideshow"
2195250,EA Sports FC 24,ea,brazilian,204020956,False,negative,other,not_mentioned,portuguese,Game is trash
2195250,EA Sports FC 24,ea,french,200440607,True,negative,other,not_mentioned,english,Single character review with no substantive feedback provided.
2195250,EA Sports FC 24,ea,russian,193280784,False,negative,performance,not_mentioned,russian,Weekend league feature not working
2195250,EA Sports FC 24,ea,brazilian,213394442,True,positive,other,not_mentioned,portuguese,Very good game
2195250,EA Sports FC 24,ea,turkish,192883555,True,negative,other,not_mentioned,other,Brief dismissive comment about a goal or feature.
2195250,EA Sports FC 24,ea,english,197550787,True,positive,other,not_mentioned,english,User considers this the best game ever
2195250,EA Sports FC 24,ea,english,191401512,False,negative,gameplay,not_mentioned,english,"Career mode broken, stuck with no progression button available."
2195250,EA Sports FC 24,ea,spanish,199735995,False,positive,gameplay,not_mentioned,spanish,Perfect game that makes you break your controller
2195250,EA Sports FC 24,ea,russian,200825464,False,negative,other,not_mentioned,russian,"Warning against buying EA games, strong criticism of the company"
2195250,EA Sports FC 24,ea,brazilian,196707808,True,negative,other,not_mentioned,portuguese,Cryptic negative comment suggesting preference for alternative version.
2195250,EA Sports FC 24,ea,english,192003842,False,negative,other,not_mentioned,english,Extremely negative review with minimal detail provided
2195250,EA Sports FC 24,ea,polish,199147262,True,negative,other,not_mentioned,polish,"Game for people without lives, dismissive criticism."
2195250,EA Sports FC 24,ea,spanish,202807930,True,negative,other,not_mentioned,english,Unclear or spam review with no substantive content.
2195250,EA Sports FC 24,ea,russian,195291355,True,positive,other,not_mentioned,russian,Best game ever
2195250,EA Sports FC 24,ea,schinese,215882179,False,negative,performance,yes_negative,chinese,Anti-cheat system prevents game launch entirely.
2195250,EA Sports FC 24,ea,schinese,205018973,True,positive,other,not_mentioned,chinese,Positive sentiment expressed briefly
2195250,EA Sports FC 24,ea,portuguese,192040730,True,negative,other,not_mentioned,other,Empty or invalid review submission.
2195250,EA Sports FC 24,ea,german,214027339,True,positive,gameplay,not_mentioned,german,"Very good game, lots of fun"
2195250,EA Sports FC 24,ea,schinese,195133151,False,negative,other,not_mentioned,chinese,Garbage/worthless game
2195250,EA Sports FC 24,ea,english,191787839,True,positive,other,not_mentioned,english,User expresses approval with minimal detail provided.
2195250,EA Sports FC 24,ea,brazilian,190703861,True,positive,multiplayer,not_mentioned,portuguese,Very good game to play with friends.
2195250,EA Sports FC 24,ea,english,193566057,False,negative,value,not_mentioned,english,"Cheap time-killer, repetitive, overpriced, avoid full price due to ads."
2195250,EA Sports FC 24,ea,koreana,221559236,True,negative,other,not_mentioned,english,Insufficient review content to evaluate game quality.
2195250,EA Sports FC 24,ea,turkish,217200689,True,positive,other,not_mentioned,other,Minimal review expressing contentment or satisfaction
2195250,EA Sports FC 24,ea,english,204977942,False,negative,performance,yes_negative,english,PC version suffers from significant lag issues.
2195250,EA Sports FC 24,ea,russian,193342241,True,negative,other,not_mentioned,russian,Invalid or incomplete review text provided.
2195250,EA Sports FC 24,ea,english,216538263,True,negative,other,not_mentioned,english,Empty or invalid review submission
2195250,EA Sports FC 24,ea,english,194958369,False,negative,performance,yes_negative,english,Game lags even on low graphics settings.
2195250,EA Sports FC 24,ea,spanish,191681350,True,positive,gameplay,not_mentioned,spanish,"Very good game, having a lot of fun with it"
2195250,EA Sports FC 24,ea,schinese,195084555,False,negative,gameplay,not_mentioned,chinese,Not fun to play
2195250,EA Sports FC 24,ea,turkish,199757467,True,negative,other,not_mentioned,english,Insufficient review content to assess game quality
2195250,EA Sports FC 24,ea,spanish,193315843,True,positive,other,not_mentioned,spanish,Everything is good.
2322010,God of War Ragnarök,sie,english,219079247,True,mixed,other,not_mentioned,english,No review content provided for analysis
2322010,God of War Ragnarök,sie,turkish,217250409,True,positive,other,not_mentioned,turkish,Masterpiece
2322010,God of War Ragnarök,sie,schinese,221896558,False,negative,gameplay,not_mentioned,chinese,"Tedious story, poor puzzle design, difficult late-game mechanics frustrate progression."
2322010,God of War Ragnarök,sie,english,218542169,True,positive,other,not_mentioned,english,Great game
2322010,God of War Ragnarök,sie,english,219150995,False,negative,port_quality,yes_negative,english,"PC port lacks FOV slider, uncomfortable on ultrawide monitors."
2322010,God of War Ragnarök,sie,brazilian,218179586,True,positive,other,not_mentioned,spanish,Love for Kratos character expressed
2322010,God of War Ragnarök,sie,turkish,218642380,True,positive,story,not_mentioned,english,Love Kratos and Freya's character development and dynamic throughout series.
2322010,God of War Ragnarök,sie,english,216895522,True,positive,gameplay,not_mentioned,english,"Exceptional experience with excellent story, gameplay, and music throughout."
2322010,God of War Ragnarök,sie,brazilian,220028430,True,negative,other,not_mentioned,english,Insufficient review content to evaluate game
2322010,God of War Ragnarök,sie,brazilian,217663486,True,positive,gameplay,not_mentioned,portuguese,Excellent narrative-driven action RPG with engaging gameplay and progression systems.
2322010,God of War Ragnarök,sie,russian,220327131,True,negative,other,not_mentioned,russian,"Warning about Bifrost, likely cautionary or critical comment"
2322010,God of War Ragnarök,sie,brazilian,217118853,True,positive,story,not_mentioned,portuguese,"Excellent story and disciplined combat, perfect score."
2322010,God of War Ragnarök,sie,brazilian,215213154,True,positive,other,not_mentioned,portuguese,Very good
2322010,God of War Ragnarök,sie,schinese,218565186,True,positive,other,not_mentioned,english,Enthusiastic praise for the game's quality and design
2322010,God of War Ragnarök,sie,brazilian,218819154,True,negative,other,not_mentioned,english,Empty review - no content provided for analysis
2322010,God of War Ragnarök,sie,polish,218323874,True,positive,graphics,not_mentioned,other,"Excellent graphics, engaging story, Nordic mythology world, well-written characters"
2322010,God of War Ragnarök,sie,spanish,220885754,True,mixed,gameplay,not_mentioned,spanish,"Dislikes Kratos dodge mechanics, but appreciates other improvements"
2322010,God of War Ragnarök,sie,english,220052319,True,negative,other,not_mentioned,english,Insufficient review content for analysis.
2322010,God of War Ragnarök,sie,english,214967589,True,positive,other,not_mentioned,english,Great game
2322010,God of War Ragnarök,sie,english,218490314,True,positive,other,not_mentioned,english,Reviewer finds the game very cool
2322010,God of War Ragnarök,sie,english,216060644,True,positive,gameplay,not_mentioned,english,"Fun combat with good story, minor post-game lock complaint."
2322010,God of War Ragnarök,sie,english,220382376,True,negative,other,not_mentioned,english,Incomplete or unclear review content
2322010,God of War Ragnarök,sie,turkish,215976339,True,negative,other,not_mentioned,other,Empty or unreadable review submission
2322010,God of War Ragnarök,sie,danish,216721535,True,positive,gameplay,not_mentioned,english,Player enjoys game mechanic involving character Brok
2322010,God of War Ragnarök,sie,italian,214998740,True,positive,story,not_mentioned,english,Worthy successor with great Kratos and Atreus adventure story
2322010,God of War Ragnarök,sie,english,215543445,True,negative,gameplay,not_mentioned,english,Game is too difficult during gameplay
2322010,God of War Ragnarök,sie,english,217035620,True,negative,other,not_mentioned,english,Empty review with no content to analyze
2322010,God of War Ragnarök,sie,english,217367447,False,negative,performance,not_mentioned,english,"Gamebreaking bug causes character despawn and freeze, making game unplayable."
2322010,God of War Ragnarök,sie,brazilian,214976234,True,positive,gameplay,not_mentioned,portuguese,"Incredible game with engaging story, excellent combat, satisfying challenges."
2322010,God of War Ragnarök,sie,english,218259900,True,mixed,performance,yes_negative,english,"Great gameplay and graphics, but frequent crashes during play sessions"
2322010,God of War Ragnarök,sie,schinese,216674789,True,positive,other,not_mentioned,chinese,Good game
2322010,God of War Ragnarök,sie,english,218879255,True,positive,gameplay,not_mentioned,english,Best game so far with excellent combat and open world story experience.
2322010,God of War Ragnarök,sie,english,220793834,True,negative,other,not_mentioned,english,No review text provided for analysis.
2322010,God of War Ragnarök,sie,english,219217336,True,positive,gameplay,not_mentioned,english,Exceeded expectations with emotional story and improved combat mechanics.
2322010,God of War Ragnarök,sie,swedish,215679877,True,mixed,gameplay,not_mentioned,english,"Poor combat and camera, but strong story and puzzles"
2322010,God of War Ragnarök,sie,english,220528004,True,positive,story,not_mentioned,english,Story remains engaging and emotionally impactful.
2322010,God of War Ragnarök,sie,english,216738050,True,positive,other,not_mentioned,english,User loves the game very much
2322010,God of War Ragnarök,sie,english,217539851,True,positive,other,not_mentioned,english,A must play game with strong recommendation.
2322010,God of War Ragnarök,sie,brazilian,215321202,True,positive,story,not_mentioned,portuguese,"Long story, occasionally tedious, but incredible adventure with gratifying ending."
2322010,God of War Ragnarök,sie,german,217040754,True,positive,value,not_mentioned,other,"Good game, pricey, Thor boss fight challenging but beatable."
2322010,God of War Ragnarök,sie,russian,221914800,True,negative,other,not_mentioned,russian,Gives game 12/12 soulless rating - harsh criticism
2322010,God of War Ragnarök,sie,english,221224362,True,positive,story,not_mentioned,english,"Excellent sequel with great story and combat, slightly rushed ending."
2322010,God of War Ragnarök,sie,english,216048089,True,positive,gameplay,not_mentioned,english,Really fun fighting mechanics
2322010,God of War Ragnarök,sie,english,216814679,False,negative,gameplay,not_mentioned,english,Combat downgrade compared to previous game in series
2322010,God of War Ragnarök,sie,schinese,220967239,True,mixed,story,not_mentioned,chinese,"Combat still satisfying, but dislikes storyline involving children"
2322010,God of War Ragnarök,sie,english,217590082,False,negative,gameplay,not_mentioned,english,"Great story and graphics, but combat system disappoints after long day."
2322010,God of War Ragnarök,sie,english,218561944,True,negative,other,not_mentioned,english,Minimal review expressing strong dissatisfaction with the game.
2322010,God of War Ragnarök,sie,russian,216719447,True,positive,other,not_mentioned,english,Excellent score with minimal context provided
2322010,God of War Ragnarök,sie,english,218473754,True,negative,other,not_mentioned,english,Unclear review text; insufficient content for analysis
2322010,God of War Ragnarök,sie,english,216075326,True,positive,other,not_mentioned,english,Simply a great game
2420110,Horizon Forbidden West,sie,german,199970239,True,positive,console_comparison,not_mentioned,other,"Very good, better than first part, highly recommended"
2420110,Horizon Forbidden West,sie,english,219837007,True,positive,console_comparison,not_mentioned,english,"PC version excellent; massive improvements in combat, world-building, visuals."
2420110,Horizon Forbidden West,sie,english,216659565,True,positive,story,not_mentioned,english,"Fantastic sequel with great story and gameplay, highly recommended."
2420110,Horizon Forbidden West,sie,french,200851469,False,negative,content_volume,not_mentioned,french,"Nothing new in this game, lacks innovation"
2420110,Horizon Forbidden West,sie,english,218423254,True,positive,performance,yes_positive,spanish,Game works well on PC
2420110,Horizon Forbidden West,sie,english,206314637,False,negative,gameplay,not_mentioned,english,"Too many cutscenes, inferior to Zero Dawn."
2420110,Horizon Forbidden West,sie,spanish,206222166,True,positive,other,not_mentioned,spanish,Excellent game
2420110,Horizon Forbidden West,sie,spanish,216715249,True,positive,other,not_mentioned,spanish,Great game (Spanish slang expression of enthusiasm)
2420110,Horizon Forbidden West,sie,latam,221195973,True,positive,other,not_mentioned,spanish,Amazed at how the game remains a marvel
2420110,Horizon Forbidden West,sie,schinese,219455273,True,positive,other,not_mentioned,english,User expresses approval with minimal detail provided.
2420110,Horizon Forbidden West,sie,english,207567374,True,mixed,gameplay,not_mentioned,english,"Improved sequel marred by confusing, overcomplicated weapon swapping system."
2420110,Horizon Forbidden West,sie,english,208300160,True,positive,story,not_mentioned,english,Excellent story and character growth with improved visuals.
2420110,Horizon Forbidden West,sie,russian,214374761,True,positive,other,not_mentioned,russian,Brief positive assessment of the game
2420110,Horizon Forbidden West,sie,russian,216497929,True,positive,other,not_mentioned,russian,It was awesome
2420110,Horizon Forbidden West,sie,polish,209048397,True,positive,graphics,not_mentioned,polish,"Another good Horizon with great graphics and gameplay, recommend it."
2420110,Horizon Forbidden West,sie,french,215781501,True,positive,story,not_mentioned,french,"Amazing game with incredible story, cinematics and visuals surpass first game."
2420110,Horizon Forbidden West,sie,english,220729965,False,mixed,performance,yes_positive,english,Poor content length but excellent performance improvements and climbing mechanics.
2420110,Horizon Forbidden West,sie,brazilian,199820634,True,mixed,other,not_mentioned,portuguese,"Excited exclamation about the game, insufficient detail for analysis"
2420110,Horizon Forbidden West,sie,english,213947160,False,negative,gameplay,not_mentioned,english,Critic questions unnecessary game mechanic involving life creation
2420110,Horizon Forbidden West,sie,english,218449360,False,mixed,port_quality,yes_negative,english,"Solid performance but plagued by bugs, inferior combat, and lacking originality."
2420110,Horizon Forbidden West,sie,spanish,213067987,True,positive,other,not_mentioned,spanish,Beautiful game with heart
2420110,Horizon Forbidden West,sie,schinese,217146769,True,positive,other,not_mentioned,chinese,Positive comment about delicious canned food
2420110,Horizon Forbidden West,sie,english,221526373,True,positive,gameplay,not_mentioned,english,"Loved the game and sequel progression, hopes for third installment."
2420110,Horizon Forbidden West,sie,german,220099520,True,positive,other,not_mentioned,german,Super awesome game
2420110,Horizon Forbidden West,sie,english,215205189,True,positive,story,not_mentioned,english,"Excellent continuation with great pacing, engaging story, and open world depth."
2420110,Horizon Forbidden West,sie,romanian,203656853,True,positive,graphics,yes_positive,romanian,"Very good graphics, especially in 4K"
2420110,Horizon Forbidden West,sie,turkish,217263895,True,positive,other,not_mentioned,turkish,Don't die without playing this game
2420110,Horizon Forbidden West,sie,german,202863443,False,positive,other,not_mentioned,english,Brief positive acknowledgment toward Sony.
2420110,Horizon Forbidden West,sie,german,199548701,False,negative,performance,yes_negative,other,Game runs poorly on PC and crashes frequently
2420110,Horizon Forbidden West,sie,english,202175309,True,positive,other,not_mentioned,other,Heart emoji expression of approval
2420110,Horizon Forbidden West,sie,russian,201485584,True,negative,story,not_mentioned,russian,"83-hour game feels stretched; boring pacing, disappointing ending, no replay value."
2420110,Horizon Forbidden West,sie,english,219485625,True,mixed,gameplay,not_mentioned,english,"Good game, but open world lacks depth and has excessive filler content."
2420110,Horizon Forbidden West,sie,english,220362378,True,positive,graphics,yes_positive,english,Breathtaking visuals and smooth gameplay make this a PC gaming showcase.
2420110,Horizon Forbidden West,sie,schinese,217755082,True,positive,other,not_mentioned,chinese,"Liked it, no further comments needed"
2420110,Horizon Forbidden West,sie,english,199594089,True,positive,gameplay,not_mentioned,english,"Great open world game, similar formula to Zero Dawn."
2420110,Horizon Forbidden West,sie,english,218900161,True,positive,other,not_mentioned,english,Reviewer finds the game cool
2420110,Horizon Forbidden West,sie,english,216600168,False,negative,gameplay,yes_negative,english,"Poor Linux performance, frustrating combat, tedious Ubisoft-style side activities."
2420110,Horizon Forbidden West,sie,english,199715396,True,mixed,performance,yes_negative,english,Good gameplay but needs better graphical optimization
2420110,Horizon Forbidden West,sie,english,203104503,True,positive,other,not_mentioned,english,"One of the best games ever played, highly recommended."
2420110,Horizon Forbidden West,sie,english,201244742,True,positive,gameplay,not_mentioned,english,"Excellent open world with rewarding exploration, detailed robot dinosaurs, immersive design."
2420110,Horizon Forbidden West,sie,english,218726328,False,negative,performance,yes_negative,english,"PC port unplayable: low FPS, artifacts, poor graphics despite high-end hardware."
2420110,Horizon Forbidden West,sie,german,208030941,True,mixed,gameplay,not_mentioned,english,"Slow story start, character changes, but improves with better combat and controls."
2420110,Horizon Forbidden West,sie,russian,221840038,True,positive,gameplay,not_mentioned,russian,"Great open world action game with strong combat and graphics, weak story"
2420110,Horizon Forbidden West,sie,english,221228000,True,positive,graphics,not_mentioned,english,Excellent graphics and engaging story with compelling side quests.
2420110,Horizon Forbidden West,sie,brazilian,218486474,True,positive,other,not_mentioned,portuguese,"Great game, highly recommended"
2420110,Horizon Forbidden West,sie,schinese,203999231,False,negative,gameplay,not_mentioned,chinese,Game is not fun to play
2420110,Horizon Forbidden West,sie,polish,214678368,True,positive,graphics,yes_positive,polish,"Second game better than first, excellent graphics and story, great on low settings"
2420110,Horizon Forbidden West,sie,turkish,202280867,True,positive,port_quality,yes_positive,english,Series plays better on PC than other platforms
2420110,Horizon Forbidden West,sie,koreana,206112968,True,mixed,content_volume,not_mentioned,korean,Shows improvements from previous system; DLC feels underdeveloped or incomplete
2446550,Star Wars Outlaws,ubisoft,english,161911296,True,negative,multiplayer,not_mentioned,english,Multiplayer remains underdeveloped with minimal meaningful improvements.
2446550,Star Wars Outlaws,ubisoft,english,160590462,False,negative,other,not_mentioned,english,"User expresses dissatisfaction with the game, lacks detail"
2446550,Star Wars Outlaws,ubisoft,french,162636739,True,negative,content_volume,not_mentioned,portuguese,Disappointed by lack of French voice acting option.
2446550,Star Wars Outlaws,ubisoft,english,160596745,False,negative,port_quality,yes_negative,english,"Lazy remaster with serious playability issues, disappointing port quality."
2446550,Star Wars Outlaws,ubisoft,spanish,205585371,True,positive,gameplay,not_mentioned,spanish,"Campaign is quite good, satisfactory single-player experience."
2446550,Star Wars Outlaws,ubisoft,english,160718550,False,negative,port_quality,yes_negative,english,Refunding after one hour; original 2005 versions superior with mods.
2446550,Star Wars Outlaws,ubisoft,english,160889592,False,negative,value,not_mentioned,english,Reviewer considers the game a scam and expresses strong disapproval.
2446550,Star Wars Outlaws,ubisoft,english,160543228,True,positive,port_quality,yes_positive,english,Modern controller support and future PC compatibility met expectations.
2446550,Star Wars Outlaws,ubisoft,english,160626672,False,negative,other,not_mentioned,english,Strong dismissal without detailed explanation or reasoning.
2446550,Star Wars Outlaws,ubisoft,english,160822245,False,negative,gameplay,not_mentioned,english,Disappointing sequel with slower gameplay and janky controls.
2446550,Star Wars Outlaws,ubisoft,english,163502605,False,negative,other,not_mentioned,english,Nonsensical review with no substantive game feedback provided.
2446550,Star Wars Outlaws,ubisoft,english,216186051,True,positive,port_quality,not_mentioned,english,"Remaster makes campaign easier, improved cutscenes and graphics, dated controls."
2446550,Star Wars Outlaws,ubisoft,english,160696319,False,negative,value,not_mentioned,english,"Overpriced AI upscaled cash grab, inferior to original games with mods."
2446550,Star Wars Outlaws,ubisoft,english,160637280,False,negative,port_quality,yes_negative,english,"Buggy port with broken controls, poor netcode, missing basic options."
2446550,Star Wars Outlaws,ubisoft,english,160885537,True,positive,console_comparison,not_mentioned,english,Better quality than the sequel trilogy
2446550,Star Wars Outlaws,ubisoft,english,165037815,False,negative,other,not_mentioned,english,Extremely brief negative review expressing disapproval.
2446550,Star Wars Outlaws,ubisoft,english,160837040,False,negative,port_quality,yes_negative,english,"Aspyr's poor port with uncompressed textures, bugs, and high ping servers disappoints."
2446550,Star Wars Outlaws,ubisoft,english,189206106,False,negative,gameplay,not_mentioned,english,"Felicia mission broken; AT-TE impossible to protect, unplayable"
2446550,Star Wars Outlaws,ubisoft,english,160673376,False,negative,other,not_mentioned,english,User requested refund without providing detailed review content.
2446550,Star Wars Outlaws,ubisoft,french,161164878,False,negative,port_quality,yes_negative,french,"Disrespectful remaster with poor multiplayer, missing content, bugs, high price."
2446550,Star Wars Outlaws,ubisoft,english,160679252,False,negative,other,not_mentioned,english,Game represents disappointing deterioration of beloved franchise.
2446550,Star Wars Outlaws,ubisoft,english,160569355,False,negative,other,not_mentioned,english,Criticizes YouTubers for overhyping game as groundbreaking.
2446550,Star Wars Outlaws,ubisoft,english,161869530,False,negative,multiplayer,not_mentioned,english,No multiplayer in Galactic Conquest mode ruins the experience entirely.
2446550,Star Wars Outlaws,ubisoft,english,161627980,False,negative,value,yes_negative,english,Not worth $15 premium; buy originals separately on PC instead.
2446550,Star Wars Outlaws,ubisoft,german,160536702,True,mixed,port_quality,yes_positive,german,"Port works well, but online is poor; not a remake, just playable legacy."
2446550,Star Wars Outlaws,ubisoft,english,161350334,False,negative,value,not_mentioned,english,Original games cheaper and more complete than this collection.
2446550,Star Wars Outlaws,ubisoft,german,161144604,False,negative,port_quality,yes_negative,german,"Poor PC port with worse graphics, oversized console HUD, removed German voices."
2446550,Star Wars Outlaws,ubisoft,german,161916580,False,negative,value,not_mentioned,other,Too expensive with missing features
2446550,Star Wars Outlaws,ubisoft,english,160568926,False,negative,multiplayer,yes_negative,english,Server lag makes multiplayer unplayable; modded original is better
2446550,Star Wars Outlaws,ubisoft,english,190602856,True,mixed,multiplayer,not_mentioned,english,"Excellent single-player, disappointing multiplayer experience"
2446550,Star Wars Outlaws,ubisoft,russian,160541288,False,negative,performance,not_mentioned,russian,"Poor server quality, high ping, disconnections, bugs ruin gameplay experience."
2446550,Star Wars Outlaws,ubisoft,english,160788935,False,negative,value,not_mentioned,english,Strong warning against purchasing the game
2446550,Star Wars Outlaws,ubisoft,english,181470755,True,mixed,port_quality,yes_positive,english,"Native controller support and Steam Deck compatibility, but original less demanding"
2446550,Star Wars Outlaws,ubisoft,english,160614492,False,negative,other,not_mentioned,english,User requested refund without providing detailed review content.
2446550,Star Wars Outlaws,ubisoft,english,160628619,False,negative,value,not_mentioned,english,"Disappointing remaster with connectivity issues, poor value for price."
2446550,Star Wars Outlaws,ubisoft,english,160605738,False,negative,performance,not_mentioned,english,"Singleplayer functional but multiplayer plagued by desync, lag, poor matchmaking."
2446550,Star Wars Outlaws,ubisoft,english,160563102,False,negative,other,not_mentioned,english,Dismissive review with minimal content provided.
2446550,Star Wars Outlaws,ubisoft,latam,160607198,False,negative,value,not_mentioned,spanish,Better to buy classics separately; servers never existed.
2446550,Star Wars Outlaws,ubisoft,english,167817504,True,positive,other,not_mentioned,english,Game improving with updates after rough launch.
2446550,Star Wars Outlaws,ubisoft,english,160565185,False,negative,multiplayer,not_mentioned,english,Multiplayer plagued by lag and stuttering; single-player works but classic edition superior.
2446550,Star Wars Outlaws,ubisoft,latam,166125988,False,positive,value,not_mentioned,spanish,Great value game compared to previous wasted purchases.
2446550,Star Wars Outlaws,ubisoft,english,160832683,False,negative,other,not_mentioned,english,Reviewer expresses disappointment and feeling disrespected by game.
2446550,Star Wars Outlaws,ubisoft,english,169723419,False,negative,gameplay,not_mentioned,english,Player questioning if split screen functionality will be implemented.
2446550,Star Wars Outlaws,ubisoft,english,217309238,True,mixed,port_quality,not_mentioned,english,Post-launch fixes improved port; AI quirks and mod theft controversy remain issues.
2446550,Star Wars Outlaws,ubisoft,english,160600882,False,negative,graphics,not_mentioned,english,Expensive remake with no visual improvements over original.
2446550,Star Wars Outlaws,ubisoft,english,169480866,True,positive,port_quality,not_mentioned,english,"After updates, game is now playable and better than original."
2446550,Star Wars Outlaws,ubisoft,english,160882371,False,negative,performance,not_mentioned,english,"Audio constantly cuts out and sounds terrible, returning game."
2446550,Star Wars Outlaws,ubisoft,english,160676660,False,negative,port_quality,not_mentioned,english,"Lazy port with poor netcode, uncompressed textures, missing features."
2446550,Star Wars Outlaws,ubisoft,english,190657673,True,positive,other,not_mentioned,english,User expresses strong enthusiasm for the game.
2515020,Final Fantasy XVI,square_enix,tchinese,217756920,True,mixed,other,yes_negative,chinese,"Good music and art, low difficulty, occasional crashes with autosave"
2515020,Final Fantasy XVI,square_enix,english,209105112,True,positive,gameplay,not_mentioned,english,"Excellent action gameplay; best FF since X, best DMC-like ever."
2515020,Final Fantasy XVI,square_enix,english,218048153,False,negative,gameplay,not_mentioned,english,Excessive cinematics make gameplay boring and tedious.
2515020,Final Fantasy XVI,square_enix,schinese,215024805,True,mixed,gameplay,not_mentioned,chinese,"Great combat and presentation undercut by weak story, poor optimization, and boring sidequests."
2515020,Final Fantasy XVI,square_enix,english,217068250,True,positive,gameplay,yes_negative,english,"Story-driven cinematic game, screen blanks during cutscenes on PC"
2515020,Final Fantasy XVI,square_enix,english,213127641,True,positive,gameplay,not_mentioned,english,"Enjoyed FF XVI, played through twice, considers it a good entry."
2515020,Final Fantasy XVI,square_enix,spanish,204422150,True,positive,other,not_mentioned,spanish,Game is different but great; ignore negative reviews and try it.
